0,36
00,1
000,1
00523,1
01,5
02,3
021,1
024,1
02453,1
025,3
04,3
05,3
06,1
08,2
08500,1
08861,1
09,3
0999,2
1,55
10,13
100,4
10044,1
101,1
11306,1
12,5
12125701,1
123,4
1234,1
123456,1
1255,3
13552,1
14,1
14126980,1
150601186,1
15938,2
16,4
170603471,1
17067,2
19073,1
19838,1
1999,4
1e,4
2,33
20,4
200,2
2000,2
2017,3
20522,3
220,2
24,1
24706,1
25798,1
27,3
28,1
2d,1
2e,1
2x3,1
3,24
30,6
300,2
301,1
302,1
303,1
307,1
308,1
31,5
32,1
33,2
35,2
36,1
3x4,1
3xx,1
4,10
400,1
44100,1
47,2
5,7
51,1
512,1
54350,1
6,5
6000,3
6010,3
64,6
7,1
79,1
7x7x7,1
8,6
85,1
8551,2
8859,1
8k16bitpcm,1
9,3
94,1
ab,4
abc,1
abil,3
abov,4
absent,1
absolut,1
abstract,2
ac,6
acc,11
acceler,2
accept,8
accord,2
account,3
acm,1
acr,1
act,3
activ,1
actu,6
ad,26
adadelt,2
adam,1
adapt,2
adapter,1
adaptivemaxpool3d,1
addit,4
addl,1
addr,3
admin,4
admindoc,1
adr,2
adv,4
aff,2
affect,1
aggreg,1
aidan,3
al,67
algorithm,5
alignm,3
allitem,1
allk,1
allvalu,1
alon,1
alph,1
alread,3
alter,2
altern,1
alw,7
ambigu,1
amplitud,4
amsgrad,1
analog,1
ancest,1
annot,1
answer,1
anyth,2
ap,19
app1,1
app2,1
appl,9
appropr,2
ar,99
arch,1
arg,12
argum,24
argv,1
arxiv,7
asc,2
ashish,3
aspect,1
assign,6
assoc,1
assum,2
astyp,3
atom,2
atomicwrapper,1
attach,1
attempt,4
attn,1
attr,45
attribut,21
au,1
aud,5
aut,3
auth,5
autocrypt,1
autodetect,1
autoenv,1
autoescap,2
autofield,3
autofieldmixin,1
autom,4
automat,4
av,1
avail,3
aver,10
averag,1
aw,1
ba,44
back,23
backoff,2
backtrack,3
bad,1
bag,5
bar,4
barh,4
batch,18
batchnorm1d,1
bckenstler,3
beatl,1
becaus,3
becom,1
befor,9
begin,4
behav,1
behavior,3
beyon,1
bfg,2
bi,2
bind,1
bit,1
black,2
blob,1
block,14
bod,2
bogon,1
bool,18
boolean,15
booleanar,2
bottom,4
bottommost,1
bound,4
box,1
boxplot,1
break,3
brew,1
brok,2
brokenpipeerror,2
broker,1
browser,1
buffer,1
build,8
builder,2
built,4
builtin,2
bulk,1
bus,1
bytecod,5
bytestr,2
bz2,3
bz2fil,2
ca,17
cach,21
cal,31
calcl,1
callback,2
caller,1
candid,2
capit,1
captur,1
car,1
card,1
carrot,1
caseinsensitivedict,1
caselesskeyword,1
catch,3
categor,22
categoricaldtyp,4
categoricalind,4
caus,2
cd,2
cdot,3
cel,2
center,3
cerberus,1
cg,2
ch,4
chain,2
chang,12
channel,7
char,2
character,2
check,7
child,5
chunk,2
ci,1
circl,1
cl,82
classif,2
claus,1
clean,3
click,1
client,2
clobber,1
clr,3
cmak,2
cmakecach,1
cmemcach,3
cod,16
coeff,3
collect,2
color,12
colormap,1
colour,1
column,8
comb,4
command,10
commanderror,1
commentcl,1
common,2
commun,1
comp,3
compact,1
comparison,1
compat,3
compil,2
compl,1
complec,2
compon,1
compr,1
comput,8
con,2
condit,1
confid,1
config,9
configdict,1
configur,5
configvalueerror,2
connect,9
connectionpool,1
const,7
constantpad3d,2
constraint,1
construc,17
cont,1
contact,1
container,3
context,12
contigu,1
contrib,1
control,4
conv,3
conv1,2
conv2d,2
conv3d,2
conver,11
converg,1
convolut,3
cook,3
cop,7
cor,1
correct,3
correl,1
correspon,1
cosm,1
count,2
covar,2
cr,19
crash,1
creat,7
crit,1
criter,4
crypt,1
cub,1
cud,2
cudaerrorinvalidvalu,1
cudagetlasterror,1
cuml,1
cur,4
custom,11
cycl,8
damp,1
dat,48
datab,11
datafram,7
dataloader,1
dataright,1
datetim,3
day,4
db,3
de,2
deal,2
dec,5
decompr,1
decor,5
decr,1
deep,4
def,5
default,85
defin,9
degr,1
del,1
delim,2
delimiter,2
delt,1
den,3
denomin,5
dep,13
deprec,7
depth,2
dequ,1
dequantstub,1
der,2
deriv,1
desc,3
describ,6
descript,4
detail,5
detect,2
dev,4
developer,1
df1,2
df2,2
di,1
diagon,4
diagonalt,1
dict,36
differ,11
dil,8
dim,15
direct,3
disabl,3
disjoint,1
disk,3
dispatch,2
displ,4
displayhook,1
distingu,1
distribut,3
div,3
divid,1
djang,11
dn653308,1
doc,1
doctyp,1
doctypecl,1
docum,12
documentcl,1
doesn,2
doesnot,2
don,7
dot,2
draw,2
dropout,2
dry,1
dtyp,22
du,1
duck,1
dum,2
dump,4
dupl,2
dur,10
dynam,1
ea,3
earliest,1
ec,14
edg,2
eff,2
effect,1
el,14
elementcl,1
em,2
email,1
emb,7
embeddingbag,3
empl,1
empt,3
en,13
enabl,5
encod,3
encoder,2
encounter,1
encrypteddict,1
endfor,1
endpoint,1
enforc,1
eng,2
enh,1
ensur,4
entir,2
entr,1
enumer,2
env,1
environ,1
environm,6
eof,1
ep,5
epoch,2
equ,5
equiv,4
er,1
error,20
errorbar,1
errorstop,1
escap,4
estim,3
ev,1
eval,1
evalu,2
event,1
everyth,2
evid,1
evil,7
exact,2
exampl,35
excel,3
execut,7
exempt,1
exhaust,1
exit,3
exp,2
expan,1
expect,10
explicit,1
expr,10
exptransform,1
ext,4
extensiondtyp,1
extern,1
extr,1
extract,2
fact,3
fail,3
fal,32
fallback,1
featur,6
feedfor,1
fic,1
fiddl,2
field,14
fig,1
fil,32
filedescript,1
filemetad,1
filenam,4
filesystemloader,1
filter,3
fin,4
find,3
finder,2
finit,2
fish,1
fl,2
flag,2
flat,2
float,10
flow,1
flush,3
fn,2
fo,5
fold,7
folder,1
follow,16
followedb,5
followlink,2
font,1
forc,1
forcel,2
foreign,3
form,8
format,5
forml,2
found,7
frac,5
fram,4
framer,2
framework,3
freedom,1
french,1
frequ,1
front,2
func,9
funct,24
futur,1
gam,3
gav,1
gc,2
ge,21
gelu,1
gener,16
geometer,2
getattr,1
getitem,1
getl,3
getter,2
gijsber,1
github,3
giv,18
glob,1
globl,5
gomez,3
good,2
googl,2
grad,5
graph,3
green,2
group,11
gu,1
guar,1
guid,1
guy,3
gzip,2
gzipfil,2
ha,23
half,2
handl,8
handler,6
handshak,1
hap,3
harder,1
hardwar,1
harm,2
hash,1
hav,22
header,6
heav,2
hebrew,2
hebrewprober,3
height,4
helper,2
hexbin,1
hid,2
high,3
hing,1
hist,5
histogram,1
hit,1
hol,2
hold,3
holovat,1
hook,3
horizont,2
hot,2
hour,1
href,4
html,15
http,28
httpbin,2
human,2
id,4
idempot,1
ident,2
identif,4
ignor,9
il,3
im,2
im2col,1
imag,1
imagefield,1
immut,1
impl,18
implem,9
implicit,2
import,9
improper,1
improv,4
inch,1
inclus,5
incr,3
ind,24
individu,3
inf,5
infer,3
infinit,1
inform,7
inherit,7
init,20
inl,1
inp,3
input,51
insensit,1
inser,1
insid,2
inspir,2
inst,19
int,43
int32,2
int64,1
integer,16
integerar,7
intellig,1
interact,6
interest,1
interfac,8
interm,2
intern,7
interpreter,2
interv,2
intervaldtyp,1
intervalind,2
inv,10
invalidkeyerror,4
inver,1
invok,2
io,1
ipython,3
irrit,2
isinst,3
issu,8
item,21
iter,13
iterallitem,1
iterallk,1
iterallvalu,1
iteritem,4
iterk,3
iterl,1
iterlistitem,1
itervalu,2
jakob,3
jan,1
jar,1
javascript,1
jinj,3
jon,3
jpeg,1
js,2
json,5
kaiser,3
kanj,1
kd,1
kernel,12
key,31
keyerror,2
keyword,3
kind,3
kleen,2
kwarg,4
l2,4
label,11
langu,2
larg,3
lastnam,1
latest,1
layer,9
layout,4
laz,4
lead,1
leaf,1
learn,13
left,13
leg,5
len,2
length,12
leq,1
letter,2
level,2
lfloor,3
libr,3
lifetim,1
lik,23
lim,3
lin,15
link,3
linspac,1
liquid,6
list,39
listitem,1
listmixin,1
liter,1
liv,1
llion,3
lo,9
load,13
loader,10
loc,9
localhost,1
localpath,1
lock,2
log,10
login,2
logit,2
loglog,1
logout,1
logx,1
long,2
longer,2
longt,2
lookahead,1
lookup,1
loop,2
lower,2
lr,8
lru,1
lstrip,1
lukasz,3
mac,9
macr,2
mad,3
mag,9
mailbox,3
mailpilevcard,1
main,2
maintain,6
mak,5
man,10
manag,1
manager,5
manifest,1
manu,2
map,3
mar,1
margin,1
mark,9
markup,3
mask,3
mat,1
match,11
math,27
mathc,1
mathml,1
matplotlib,12
matr,2
maxim,2
maxlength,1
maxretryerror,3
maxunpool3d,1
meantim,2
mechan,1
mem,1
memcach,4
memcheck,1
memor,6
merg,2
metacl,6
metad,8
meth,7
method,40
mi,4
microsoft,1
migr,24
min,4
minfunc,3
minibatch,1
minim,3
minlength,1
minor,1
minut,2
mixin,7
ml,1
mm,1
mo,3
mock,1
mod,11
model,25
modem,1
modif,11
modl,14
momentum,12
month,4
mor,19
mov,7
msdn,1
msg,3
mu,2
mult,2
multilabelmarginl,1
multipart,3
multipl,10
multiproc,1
multivalu,1
multivaluedict,2
multivaluefield,1
multiwidg,1
mutablemap,1
mymodel,2
mypack,1
na,5
nam,24
namedtupl,1
namespac,10
nan,3
nat,1
nbconver,1
nch,1
nchan,1
ndar,6
nec,2
neg,4
neq,1
nest,1
nestedobject,1
nesterov,5
net,6
network,6
neur,6
newl,3
nic,1
nik,3
nl,5
nn,23
noam,3
nod,8
noh,1
nonec,1
noninteract,2
noq,1
norm,15
notebook,1
notmylock,1
np,6
nsampl,1
nsubject,1
num,10
number,14
numer,6
nump,7
obj,2
object,45
observ,2
obtain,1
occur,5
og,2
omdict,4
onc,1
oneormor,2
onl,25
op,23
open,3
openpypl,1
oper,31
opnamespac,2
opt,46
optim,14
optimiz,1
oracleparam,1
order,16
org,10
orient,1
origin,4
output,30
outstand,1
overload,1
overrid,1
overwrit,1
pa,17
pack,5
packageloader,1
packrecord,2
pad,17
pag,4
pair,1
pan,8
paper,3
par,13
parallel,1
param,32
parameter,35
parent,5
parmar,3
parseexpr,2
parser,3
parseresult,2
parseresultb,1
parsestr,5
part,3
particl,3
password,3
patch,2
path,13
pattern,1
pd,8
penalt,4
perform,4
period,2
periodind,2
perm,4
perspect,1
pexpect,1
pi,3
pip,3
pkg,4
pl,1
plac,2
placeholder,1
platform,2
player,2
plot,16
pm,4
po,12
poc,1
point,2
pointer,2
poisson,2
pol,2
polosukhin,3
pool,2
poolmanager,1
pop3,1
pop3mailbox,1
popitem,1
popl,1
poplib,1
poplistitem,1
popvalu,1
posit,10
posn,2
post,5
pot,12
potat,4
pr,2
pract,1
prec,5
predict,1
pref,9
prefer,3
prefixloader,1
prepar,1
prepopl,2
preserv,1
prev,3
print,7
printer,1
prior,1
privileg,2
prob,10
prober,3
problem,2
proc,7
prod,4
produc,2
program,1
project,3
prompt,2
prop,1
proper,2
protocol,1
prov,15
provid,5
provider,1
prox,1
publ,3
put,1
py,3
python,13
pytorch,1
pyx,1
qu,5
quant,9
quantstub,1
quest,1
quot,1
quotedstr,1
ra,16
rad,3
rand,1
randn,6
random,1
rang,7
rat,8
raw,4
reach,2
read,11
reason,3
rec,5
recent,5
recogn,1
recom,1
record,5
red,1
redirect,3
reduc,18
reentr,1
ref,8
refer,3
reflect,1
register,2
regl,1
regr,4
reject,1
rel,9
relationship,3
reload,1
relu,3
remember,2
remot,1
remoteusermiddlewar,3
remov,4
renam,2
render,7
rep,1
repl,1
replac,9
report,3
repr,9
request,27
requestfact,2
requesth,1
requir,12
resc,2
residu,1
resolut,8
resourc,5
resourcefinder,1
respect,1
respon,19
restructuredtext,1
result,9
retain,3
retr,17
retrief,1
return,30
reus,1
rever,2
reversegenericmanytoonedescript,1
rfloor,3
rh,1
rl,6
rol,1
root,1
rot,1
rout,1
row,1
run,16
runtim,1
saf,3
sam,20
sampl,10
sampleproject,1
san,2
sanitiz,1
satisf,1
savepoint,1
sbcharsetprober,3
sbl,1
scal,11
scatter,1
scheduler,2
schem,5
schmidtm,1
se,85
search,2
searchstr,1
secon,9
sect,1
sel,2
select,1
sen,4
sensit,2
sep,3
separ,1
sequ,9
ser,13
serv,2
server,5
setattr,1
setdefaultl,1
setl,2
setparseact,1
setresultsnam,2
setter,2
sev,2
sever,1
sgd,6
sh,2
shap,15
shar,2
shazeer,3
shel,3
shift,2
show,3
shown,3
shutdown,2
sic,3
sid,5
sigm,2
sign,2
siml,1
simon,2
simp,1
simpl,2
simplest,1
sin,2
sinc,3
singl,10
sit,4
siz,38
skip,2
skipt,2
sl,5
slash,2
sleep,1
slow,1
slugfield,2
smal,3
snedecor,1
snip,1
softwar,2
solut,2
som,12
somenetmodif,1
someth,3
sometim,1
sort,2
sound,2
sourc,3
spac,3
span,2
spar,1
spat,6
spec,4
specif,28
spel,1
split,2
sql,3
sqlalchem,1
sqlt,1
squar,6
squash,1
src,1
ssl,2
st,26
stack,1
stacktransform,1
standalon,2
standard,2
start,9
stat,14
status,8
stder,2
stdout,2
step,11
stochast,1
stop,2
stopon,1
storagebackedlong,1
storageweakref,1
str,21
stream,4
string,39
stringar,2
strip,4
struc,1
structur,6
styl,5
subcl,25
subject,4
submatr,1
submodl,1
subplot,2
subsequ,1
subt,1
subtyp,2
subwidg,1
suff,1
suggest,1
sum,10
super,1
suppl,4
support,13
suppr,7
surround,1
sutskever,1
svg,1
sy,2
sym,3
symbol,1
symlink,1
symlog,3
syntac,2
system,12
tab,2
tabl,7
tag,7
tak,5
talk,1
targ,8
task,9
taskgroup,1
temp,1
templ,26
tempor,3
ten,22
tensorboard,1
term,5
termin,1
terminolog,2
test,30
text,20
ther,10
therefor,3
thin,1
thing,1
thr,4
tick,4
tild,1
tim,14
timeout,5
titl,2
tkt,1
tl,1
tod,2
tok,9
tokenmap,1
tokenstream,1
told,1
toler,1
tool,1
top,7
torch,36
tot,5
tr,6
traceback,6
track,3
trad,3
trail,1
train,11
trainer,2
transact,1
transform,2
transformerencoderlayer,1
transl,1
transp,2
treat,4
treebuilder,1
triangl,2
trick,2
trigger,1
trim,1
tru,43
tseq,1
tum,1
tuner,3
tupl,22
turn,1
tw,12
twil,2
txt,1
typ,22
typeerror,1
ultim,1
unbacktrack,1
undefin,3
underl,2
unequ,1
unexpect,1
unf,1
unfold,6
unicod,5
unimport,1
uniqu,2
unittest2,1
unlik,3
unlockerror,1
unnam,1
unpython,1
unreduc,1
unst,1
unus,1
upd,4
upgrad,1
upload,2
upper,2
upperc,1
ur,1
url,4
urllib,1
usag,6
useoptim,1
user,23
usernam,2
usu,2
uszkoreit,3
utf,1
util,3
val,9
validationerror,1
valu,72
valueerror,2
var,12
variabl,8
vaswan,3
vc,2
vcard,1
vcardl,2
vect,2
ver,6
verb,1
verif,1
versionad,6
versionchang,3
vi,6
vid,4
view,8
visu,3
vodk,1
wa,9
wait,1
warn,9
wasn,1
wav,2
waveform,1
web,1
weight,20
wel,6
wer,3
wh,14
whatwg,1
whil,1
whitel,3
whol,2
wi,1
widg,5
width,4
wik,1
wil,68
willison,1
win1255model,1
wincon,1
window,6
won,3
woot,1
word,4
work,3
workaround,2
workbook,1
workspac,1
worth,1
wrap,5
wrapper,5
writ,4
www,4
x00,1
x01,1
xer,1
xfram,1
xhtml,1
xlim,1
xlrd,3
xml,1
xtick,2
yah,1
ye,1
year,2
yellowfin,3
yer,1
yield,1
ylim,1
youtub,3
youtubev,1
ytick,2
zer,7
zip,1
zipfil,1
